"STATISTIC","Statistic Label","TLIST(M1)","Month","C02583V03135","NACE Group","UNIT","VALUE"
"RSM05C01","Retail Sales Index Value Unadjusted","201509","2015 September","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","94.7"
"RSM05C01","Retail Sales Index Value Unadjusted","201509","2015 September","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","90"
"RSM05C01","Retail Sales Index Value Unadjusted","201509","2015 September","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","116.3"
"RSM05C01","Retail Sales Index Value Unadjusted","201509","2015 September","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","94.1"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","45","Motor trades (45)","Base 2015=100","63.7"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","102.1"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","4719","Department stores (4719)","Base 2015=100","92.8"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","4730","Retail sale of automotive fuel (4730)","Base 2015=100","97.5"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","95.1"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","90.5"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","5630","Bars (5630)","Base 2015=100","106.3"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","V3970","All retail businesses","Base 2015=100","89"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","68.6"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","98"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","X1320","All retail businesses, excluding motor trades","Base 2015=100","98.5"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","98.1"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","102"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","94.5"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","101.5"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","92.6"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","93.8"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","99"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","94.8"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","95.8"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","90.2"
"RSM05C01","Retail Sales Index Value Unadjusted","201510","2015 October","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","91.7"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","45","Motor trades (45)","Base 2015=100","49.7"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","106.7"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","4719","Department stores (4719)","Base 2015=100","123.1"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","4730","Retail sale of automotive fuel (4730)","Base 2015=100","100.6"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","98.7"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","113.4"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","5630","Bars (5630)","Base 2015=100","100.9"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","V3970","All retail businesses","Base 2015=100","93.7"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","57.1"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","110.9"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","X1320","All retail businesses, excluding motor trades","Base 2015=100","110.3"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","111.6"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","106.2"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","116.6"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","101.2"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","113.8"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","126.3"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","109.3"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","137.6"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","145.7"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","100.6"
"RSM05C01","Retail Sales Index Value Unadjusted","201511","2015 November","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","104.3"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","45","Motor trades (45)","Base 2015=100","34.6"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","119.7"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","4719","Department stores (4719)","Base 2015=100","197.8"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","4730","Retail sale of automotive fuel (4730)","Base 2015=100","93.2"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","105.1"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","136"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","5630","Bars (5630)","Base 2015=100","125.3"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","V3970","All retail businesses","Base 2015=100","114.4"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","43.1"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","145.6"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","X1320","All retail businesses, excluding motor trades","Base 2015=100","144.5"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","149.5"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","122.6"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","173.8"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","148.5"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","141.9"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","179.6"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","170.8"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","226.5"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","238.8"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","X1420","Retail sale of books, newspapers and stationery (4761,4762)","Base 2015=100","170.2"
"RSM05C01","Retail Sales Index Value Unadjusted","201512","2015 December","X1430","Retail sale of pharmaceutical, medical and cosmetic articles (4773 to 4775)","Base 2015=100","162.3"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","45","Motor trades (45)","Base 2015=100","216.9"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","4711","Retail sale in non-specialised stores with food, beverages or tobacco predominating (4711)","Base 2015=100","93.8"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","4719","Department stores (4719)","Base 2015=100","78.7"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","4730","Retail sale of automotive fuel (4730)","Base 2015=100","86.4"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","4752","Retail sale of hardware, paints and glass (4752)","Base 2015=100","83.8"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","4759","Retail sale of furniture and lighting (4759)","Base 2015=100","118.5"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","5630","Bars (5630)","Base 2015=100","76.5"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","V3970","All retail businesses","Base 2015=100","122.7"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","V3980","Motor trades and automotive fuel (45,4730)","Base 2015=100","198.4"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","X1310","All retail businesses, excluding motor trades and bars","Base 2015=100","87.9"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","X1320","All retail businesses, excluding motor trades","Base 2015=100","87.3"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","X1330","All retail businesses, excluding motor trades, automotive fuel and bars","Base 2015=100","88"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","X1340","Retail sale of food (4711,4721 to 4729)","Base 2015=100","92.6"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","X1350","Retail sale of non food products, excluding motor trades, automotive fuel and bars","Base 2015=100","83.9"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","X1360","Retail sale of food, beverages and tobacco in specialised stores (4721 to 4729)","Base 2015=100","82.1"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","X1370","Retail sale of household equipment (4741 to 4743,4752,4754,4759)","Base 2015=100","100.1"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","X1380","Retail sale of electrical goods (4741 to 4743,4754)","Base 2015=100","93.6"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","X1390","Retail sale of textiles, clothing and footwear (4751,4771,4772)","Base 2015=100","78.6"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","X1400","Retail sale of books, newspapers, stationery and other goods (4753,4761 to 4765,4776 to 4778)","Base 2015=100","69.9"
"RSM05C01","Retail Sales Index Value Unadjusted","201601","2016 January","X1410","Other retail sales (4753,4763 to 4765,4776 to 4778)","Base 2015=100","69.4"
